party_prediction,county_fips,county_name,state_fips,state_code
R,017099,LASALLE COUNTY,017000,IL
R,017101,LAWRENCE COUNTY,017000,IL
R,017103,LEE COUNTY,017000,IL
R,017105,LIVINGSTON COUNTY,017000,IL
R,017107,LOGAN COUNTY,017000,IL
R,017109,MCDONOUGH COUNTY,017000,IL
R,017111,MCHENRY COUNTY,017000,IL
R,017113,MCLEAN COUNTY,017000,IL
R,017115,MACON COUNTY,017000,IL
R,017117,MACOUPIN COUNTY,017000,IL
R,017119,MADISON COUNTY,017000,IL
R,017121,MARION COUNTY,017000,IL
R,017123,MARSHALL COUNTY,017000,IL
R,017125,MASON COUNTY,017000,IL
R,017127,MASSAC COUNTY,017000,IL
R,017129,MENARD COUNTY,017000,IL
D,017131,MERCER COUNTY,017000,IL
R,017133,MONROE COUNTY,017000,IL
R,017135,MONTGOMERY COUNTY,017000,IL
R,017137,MORGAN COUNTY,017000,IL
R,017139,MOULTRIE COUNTY,017000,IL
R,017141,OGLE COUNTY,017000,IL
D,017143,PEORIA COUNTY,017000,IL
R,017145,PERRY COUNTY,017000,IL
R,017147,PIATT COUNTY,017000,IL
R,017149,PIKE COUNTY,017000,IL
R,017151,POPE COUNTY,017000,IL
R,017153,PULASKI COUNTY,017000,IL
D,017155,PUTNAM COUNTY,017000,IL
R,017157,RANDOLPH COUNTY,017000,IL
R,017159,RICHLAND COUNTY,017000,IL
D,017161,ROCK ISLAND COUNTY,017000,IL
D,017163,ST. CLAIR COUNTY,017000,IL
R,017165,SALINE COUNTY,017000,IL
R,017167,SANGAMON COUNTY,017000,IL
R,017169,SCHUYLER COUNTY,017000,IL
R,017171,SCOTT COUNTY,017000,IL
R,017173,SHELBY COUNTY,017000,IL
R,017175,STARK COUNTY,017000,IL
R,017177,STEPHENSON COUNTY,017000,IL
R,017179,TAZEWELL COUNTY,017000,IL
R,017181,UNION COUNTY,017000,IL
R,017183,VERMILION COUNTY,017000,IL
R,017185,WABASH COUNTY,017000,IL
D,017187,WARREN COUNTY,017000,IL
R,017189,WASHINGTON COUNTY,017000,IL
R,017191,WAYNE COUNTY,017000,IL
R,017193,WHITE COUNTY,017000,IL
D,017195,WHITESIDE COUNTY,017000,IL
D,017197,WILL COUNTY,017000,IL
R,017199,WILLIAMSON COUNTY,017000,IL
D,017201,WINNEBAGO COUNTY,017000,IL
R,017203,WOODFORD COUNTY,017000,IL
R,018001,ADAMS COUNTY,018000,IN
R,018003,ALLEN COUNTY,018000,IN
R,018005,BARTHOLOMEW COUNTY,018000,IN
R,018007,BENTON COUNTY,018000,IN
R,018009,BLACKFORD COUNTY,018000,IN
R,018011,BOONE COUNTY,018000,IN
R,018013,BROWN COUNTY,018000,IN
R,018015,CARROLL COUNTY,018000,IN
R,018017,CASS COUNTY,018000,IN
R,018019,CLARK COUNTY,018000,IN
R,018021,CLAY COUNTY,018000,IN
R,018023,CLINTON COUNTY,018000,IN
R,018025,CRAWFORD COUNTY,018000,IN
R,018027,DAVIESS COUNTY,018000,IN
R,018029,DEARBORN COUNTY,018000,IN
R,018031,DECATUR COUNTY,018000,IN
R,018033,DEKALB COUNTY,018000,IN
D,018035,DELAWARE COUNTY,018000,IN
R,018037,DUBOIS COUNTY,018000,IN
R,018039,ELKHART COUNTY,018000,IN
R,018041,FAYETTE COUNTY,018000,IN
R,018043,FLOYD COUNTY,018000,IN
R,018045,FOUNTAIN COUNTY,018000,IN
R,018047,FRANKLIN COUNTY,018000,IN
R,018049,FULTON COUNTY,018000,IN
R,018051,GIBSON COUNTY,018000,IN
R,018053,GRANT COUNTY,018000,IN
R,018055,GREENE COUNTY,018000,IN
R,018057,HAMILTON COUNTY,018000,IN
R,018059,HANCOCK COUNTY,018000,IN
R,018061,HARRISON COUNTY,018000,IN
R,018063,HENDRICKS COUNTY,018000,IN
R,018065,HENRY COUNTY,018000,IN
R,018067,HOWARD COUNTY,018000,IN
R,018069,HUNTINGTON COUNTY,018000,IN
R,018071,JACKSON COUNTY,018000,IN
R,018073,JASPER COUNTY,018000,IN
R,018075,JAY COUNTY,018000,IN
R,018077,JEFFERSON COUNTY,018000,IN
R,018079,JENNINGS COUNTY,018000,IN
R,018081,JOHNSON COUNTY,018000,IN
R,018083,KNOX COUNTY,018000,IN
R,018085,KOSCIUSKO COUNTY,018000,IN
R,018087,LAGRANGE COUNTY,018000,IN
D,018089,LAKE COUNTY,018000,IN
D,018091,LAPORTE COUNTY,018000,IN
R,018093,LAWRENCE COUNTY,018000,IN
R,018095,MADISON COUNTY,018000,IN
D,018097,MARION COUNTY,018000,IN
R,018099,MARSHALL COUNTY,018000,IN
R,018101,MARTIN COUNTY,018000,IN
R,018103,MIAMI COUNTY,018000,IN
D,018105,MONROE COUNTY,018000,IN
R,018107,MONTGOMERY COUNTY,018000,IN
R,018109,MORGAN COUNTY,018000,IN
R,018111,NEWTON COUNTY,018000,IN
R,018113,NOBLE COUNTY,018000,IN
R,018115,OHIO COUNTY,018000,IN
R,018117,ORANGE COUNTY,018000,IN
R,018119,OWEN COUNTY,018000,IN
R,018121,PARKE COUNTY,018000,IN
R,018123,PERRY COUNTY,018000,IN
R,018125,PIKE COUNTY,018000,IN
D,018127,PORTER COUNTY,018000,IN
R,018129,POSEY COUNTY,018000,IN
R,018131,PULASKI COUNTY,018000,IN
R,018133,PUTNAM COUNTY,018000,IN
R,018135,RANDOLPH COUNTY,018000,IN
R,018137,RIPLEY COUNTY,018000,IN
R,018139,RUSH COUNTY,018000,IN
D,018141,ST. JOSEPH COUNTY,018000,IN
R,018143,SCOTT COUNTY,018000,IN
R,018145,SHELBY COUNTY,018000,IN
R,018147,SPENCER COUNTY,018000,IN
R,018149,STARKE COUNTY,018000,IN
R,018151,STEUBEN COUNTY,018000,IN
R,018153,SULLIVAN COUNTY,018000,IN
R,018155,SWITZERLAND COUNTY,018000,IN
R,018157,TIPPECANOE COUNTY,018000,IN
R,018159,TIPTON COUNTY,018000,IN
R,018161,UNION COUNTY,018000,IN
R,018163,VANDERBURGH COUNTY,018000,IN
R,018165,VERMILLION COUNTY,018000,IN
D,018167,VIGO COUNTY,018000,IN
R,018169,WABASH COUNTY,018000,IN
R,018171,WARREN COUNTY,018000,IN
R,018173,WARRICK COUNTY,018000,IN
R,018175,WASHINGTON COUNTY,018000,IN
R,018177,WAYNE COUNTY,018000,IN
R,018179,WELLS COUNTY,018000,IN
R,018181,WHITE COUNTY,018000,IN
R,018183,WHITLEY COUNTY,018000,IN
R,019001,ADAIR COUNTY,019000,IA
R,019003,ADAMS COUNTY,019000,IA
R,019005,ALLAMAKEE COUNTY,019000,IA
R,019007,APPANOOSE COUNTY,019000,IA
R,019009,AUDUBON COUNTY,019000,IA
R,019011,BENTON COUNTY,019000,IA
D,019013,BLACK HAWK COUNTY,019000,IA
D,019015,BOONE COUNTY,019000,IA
D,019017,BREMER COUNTY,019000,IA
D,019019,BUCHANAN COUNTY,019000,IA
R,019021,BUENA VISTA COUNTY,019000,IA
R,019023,BUTLER COUNTY,019000,IA
R,019025,CALHOUN COUNTY,019000,IA
R,019027,CARROLL COUNTY,019000,IA
R,019029,CASS COUNTY,019000,IA
D,019031,CEDAR COUNTY,019000,IA
D,019033,CERRO GORDO COUNTY,019000,IA
R,019035,CHEROKEE COUNTY,019000,IA
D,019037,CHICKASAW COUNTY,019000,IA
D,019039,CLARKE COUNTY,019000,IA
R,019041,CLAY COUNTY,019000,IA
D,019043,CLAYTON COUNTY,019000,IA
D,019045,CLINTON COUNTY,019000,IA
R,019047,CRAWFORD COUNTY,019000,IA
R,019049,DALLAS COUNTY,019000,IA
R,019051,DAVIS COUNTY,019000,IA
R,019053,DECATUR COUNTY,019000,IA
R,019055,DELAWARE COUNTY,019000,IA
D,019057,DES MOINES COUNTY,019000,IA
R,019059,DICKINSON COUNTY,019000,IA
D,019061,DUBUQUE COUNTY,019000,IA
R,019063,EMMET COUNTY,019000,IA
D,019065,FAYETTE COUNTY,019000,IA
D,019067,FLOYD COUNTY,019000,IA
R,019069,FRANKLIN COUNTY,019000,IA
R,019071,FREMONT COUNTY,019000,IA
R,019073,GREENE COUNTY,019000,IA
R,019075,GRUNDY COUNTY,019000,IA
R,019077,GUTHRIE COUNTY,019000,IA
R,019079,HAMILTON COUNTY,019000,IA
R,019081,HANCOCK COUNTY,019000,IA
R,019083,HARDIN COUNTY,019000,IA
R,019085,HARRISON COUNTY,019000,IA
R,019087,HENRY COUNTY,019000,IA
R,019089,HOWARD COUNTY,019000,IA
R,019091,HUMBOLDT COUNTY,019000,IA
R,019093,IDA COUNTY,019000,IA
R,019095,IOWA COUNTY,019000,IA
D,019097,JACKSON COUNTY,019000,IA
D,019099,JASPER COUNTY,019000,IA
D,019101,JEFFERSON COUNTY,019000,IA
D,019103,JOHNSON COUNTY,019000,IA
D,019105,JONES COUNTY,019000,IA
R,019107,KEOKUK COUNTY,019000,IA
R,019109,KOSSUTH COUNTY,019000,IA
D,019111,LEE COUNTY,019000,IA
D,019113,LINN COUNTY,019000,IA
D,019115,LOUISA COUNTY,019000,IA
R,019117,LUCAS COUNTY,019000,IA
R,019119,LYON COUNTY,019000,IA
R,019121,MADISON COUNTY,019000,IA
R,019123,MAHASKA COUNTY,019000,IA
R,019125,MARION COUNTY,019000,IA
D,019127,MARSHALL COUNTY,019000,IA
R,019129,MILLS COUNTY,019000,IA
D,019131,MITCHELL COUNTY,019000,IA
R,019133,MONONA COUNTY,019000,IA
R,019135,MONROE COUNTY,019000,IA
R,019137,MONTGOMERY COUNTY,019000,IA
D,019139,MUSCATINE COUNTY,019000,IA
R,019141,O'BRIEN COUNTY,019000,IA
R,019143,OSCEOLA COUNTY,019000,IA
R,019145,PAGE COUNTY,019000,IA
R,019147,PALO ALTO COUNTY,019000,IA
R,019149,PLYMOUTH COUNTY,019000,IA
R,019151,POCAHONTAS COUNTY,019000,IA
D,019153,POLK COUNTY,019000,IA
R,019155,POTTAWATTAMIE COUNTY,019000,IA
D,019157,POWESHIEK COUNTY,019000,IA
R,019159,RINGGOLD COUNTY,019000,IA
R,019161,SAC COUNTY,019000,IA
D,019163,SCOTT COUNTY,019000,IA
R,019165,SHELBY COUNTY,019000,IA
R,019167,SIOUX COUNTY,019000,IA
D,019169,STORY COUNTY,019000,IA
D,019171,TAMA COUNTY,019000,IA
R,019173,TAYLOR COUNTY,019000,IA
D,019175,UNION COUNTY,019000,IA
R,019177,VAN BUREN COUNTY,019000,IA
D,019179,WAPELLO COUNTY,019000,IA
R,019181,WARREN COUNTY,019000,IA
R,019183,WASHINGTON COUNTY,019000,IA
R,019185,WAYNE COUNTY,019000,IA
D,019187,WEBSTER COUNTY,019000,IA
R,019189,WINNEBAGO COUNTY,019000,IA
D,019191,WINNESHIEK COUNTY,019000,IA
R,019193,WOODBURY COUNTY,019000,IA
R,019195,WORTH COUNTY,019000,IA
R,019197,WRIGHT COUNTY,019000,IA
R,020001,ALLEN COUNTY,020000,KS
R,020003,ANDERSON COUNTY,020000,KS
R,020005,ATCHISON COUNTY,020000,KS
R,020007,BARBER COUNTY,020000,KS
R,020009,BARTON COUNTY,020000,KS
R,020011,BOURBON COUNTY,020000,KS
R,020013,BROWN COUNTY,020000,KS
R,020015,BUTLER COUNTY,020000,KS
R,020017,CHASE COUNTY,020000,KS
R,020019,CHAUTAUQUA COUNTY,020000,KS
R,020021,CHEROKEE COUNTY,020000,KS
R,020023,CHEYENNE COUNTY,020000,KS
R,020025,CLARK COUNTY,020000,KS
R,020027,CLAY COUNTY,020000,KS
R,020029,CLOUD COUNTY,020000,KS
R,020031,COFFEY COUNTY,020000,KS
R,020033,COMANCHE COUNTY,020000,KS
R,020035,COWLEY COUNTY,020000,KS
R,020037,CRAWFORD COUNTY,020000,KS
R,020039,DECATUR COUNTY,020000,KS
R,020041,DICKINSON COUNTY,020000,KS
R,020043,DONIPHAN COUNTY,020000,KS
D,020045,DOUGLAS COUNTY,020000,KS
R,020047,EDWARDS COUNTY,020000,KS
R,020049,ELK COUNTY,020000,KS
R,020051,ELLIS COUNTY,020000,KS
R,020053,ELLSWORTH COUNTY,020000,KS
R,020055,FINNEY COUNTY,020000,KS
R,020057,FORD COUNTY,020000,KS
R,020059,FRANKLIN COUNTY,020000,KS
R,020061,GEARY COUNTY,020000,KS
R,020063,GOVE COUNTY,020000,KS
R,020065,GRAHAM COUNTY,020000,KS
R,020067,GRANT COUNTY,020000,KS
R,020069,GRAY COUNTY,020000,KS
R,020071,GREELEY COUNTY,020000,KS
R,020073,GREENWOOD COUNTY,020000,KS
R,020075,HAMILTON COUNTY,020000,KS
R,020077,HARPER COUNTY,020000,KS
R,020079,HARVEY COUNTY,020000,KS
R,020081,HASKELL COUNTY,020000,KS
R,020083,HODGEMAN COUNTY,020000,KS
R,020085,JACKSON COUNTY,020000,KS
R,020087,JEFFERSON COUNTY,020000,KS
R,020089,JEWELL COUNTY,020000,KS
R,020091,JOHNSON COUNTY,020000,KS
R,020093,KEARNY COUNTY,020000,KS
R,020095,KINGMAN COUNTY,020000,KS
R,020097,KIOWA COUNTY,020000,KS
R,020099,LABETTE COUNTY,020000,KS
R,020101,LANE COUNTY,020000,KS
R,020103,LEAVENWORTH COUNTY,020000,KS
R,020105,LINCOLN COUNTY,020000,KS
R,020107,LINN COUNTY,020000,KS
R,020109,LOGAN COUNTY,020000,KS
R,020111,LYON COUNTY,020000,KS
R,020113,MCPHERSON COUNTY,020000,KS
R,020115,MARION COUNTY,020000,KS
R,020117,MARSHALL COUNTY,020000,KS
R,020119,MEADE COUNTY,020000,KS
R,020121,MIAMI COUNTY,020000,KS
R,020123,MITCHELL COUNTY,020000,KS
R,020125,MONTGOMERY COUNTY,020000,KS
R,020127,MORRIS COUNTY,020000,KS
R,020129,MORTON COUNTY,020000,KS
R,020131,NEMAHA COUNTY,020000,KS
R,020133,NEOSHO COUNTY,020000,KS
R,020135,NESS COUNTY,020000,KS
R,020137,NORTON COUNTY,020000,KS
R,020139,OSAGE COUNTY,020000,KS
R,020141,OSBORNE COUNTY,020000,KS
R,020143,OTTAWA COUNTY,020000,KS
R,020145,PAWNEE COUNTY,020000,KS
R,020147,PHILLIPS COUNTY,020000,KS
R,020149,POTTAWATOMIE COUNTY,020000,KS
R,020151,PRATT COUNTY,020000,KS
R,020153,RAWLINS COUNTY,020000,KS
R,020155,RENO COUNTY,020000,KS
R,020157,REPUBLIC COUNTY,020000,KS
R,020159,RICE COUNTY,020000,KS
R,020161,RILEY COUNTY,020000,KS
R,020163,ROOKS COUNTY,020000,KS
R,020165,RUSH COUNTY,020000,KS
R,020167,RUSSELL COUNTY,020000,KS
R,020169,SALINE COUNTY,020000,KS
R,020171,SCOTT COUNTY,020000,KS
R,020173,SEDGWICK COUNTY,020000,KS
R,020175,SEWARD COUNTY,020000,KS
R,020177,SHAWNEE COUNTY,020000,KS
R,020179,SHERIDAN COUNTY,020000,KS
R,020181,SHERMAN COUNTY,020000,KS
R,020183,SMITH COUNTY,020000,KS
R,020185,STAFFORD COUNTY,020000,KS
R,020187,STANTON COUNTY,020000,KS
R,020189,STEVENS COUNTY,020000,KS
R,020191,SUMNER COUNTY,020000,KS
R,020193,THOMAS COUNTY,020000,KS
R,020195,TREGO COUNTY,020000,KS
R,020197,WABAUNSEE COUNTY,020000,KS
R,020199,WALLACE COUNTY,020000,KS
R,020201,WASHINGTON COUNTY,020000,KS
R,020203,WICHITA COUNTY,020000,KS
R,020205,WILSON COUNTY,020000,KS
R,020207,WOODSON COUNTY,020000,KS
D,020209,WYANDOTTE COUNTY,020000,KS
R,021001,ADAIR COUNTY,021000,KY
R,021003,ALLEN COUNTY,021000,KY
R,021005,ANDERSON COUNTY,021000,KY
R,021007,BALLARD COUNTY,021000,KY
R,021009,BARREN COUNTY,021000,KY
R,021011,BATH COUNTY,021000,KY
R,021013,BELL COUNTY,021000,KY
R,021015,BOONE COUNTY,021000,KY
R,021017,BOURBON COUNTY,021000,KY
R,021019,BOYD COUNTY,021000,KY
R,021021,BOYLE COUNTY,021000,KY
R,021023,BRACKEN COUNTY,021000,KY
R,021025,BREATHITT COUNTY,021000,KY
R,021027,BRECKINRIDGE COUNTY,021000,KY
R,021029,BULLITT COUNTY,021000,KY
R,021031,BUTLER COUNTY,021000,KY
R,021033,CALDWELL COUNTY,021000,KY
R,021035,CALLOWAY COUNTY,021000,KY
R,021037,CAMPBELL COUNTY,021000,KY
R,021039,CARLISLE COUNTY,021000,KY
R,021041,CARROLL COUNTY,021000,KY
R,021043,CARTER COUNTY,021000,KY
R,021045,CASEY COUNTY,021000,KY
R,021047,CHRISTIAN COUNTY,021000,KY
R,021049,CLARK COUNTY,021000,KY
R,021051,CLAY COUNTY,021000,KY
R,021053,CLINTON COUNTY,021000,KY
R,021055,CRITTENDEN COUNTY,021000,KY
R,021057,CUMBERLAND COUNTY,021000,KY
R,021059,DAVIESS COUNTY,021000,KY
R,021061,EDMONSON COUNTY,021000,KY
D,021063,ELLIOTT COUNTY,021000,KY
R,021065,ESTILL COUNTY,021000,KY
D,021067,FAYETTE COUNTY,021000,KY
R,021069,FLEMING COUNTY,021000,KY
R,021071,FLOYD COUNTY,021000,KY
R,021073,FRANKLIN COUNTY,021000,KY
R,021075,FULTON COUNTY,021000,KY
R,021077,GALLATIN COUNTY,021000,KY
R,021079,GARRARD COUNTY,021000,KY
R,021081,GRANT COUNTY,021000,KY
R,021083,GRAVES COUNTY,021000,KY
R,021085,GRAYSON COUNTY,021000,KY
R,021087,GREEN COUNTY,021000,KY
R,021089,GREENUP COUNTY,021000,KY
R,021091,HANCOCK COUNTY,021000,KY
R,021093,HARDIN COUNTY,021000,KY
R,021095,HARLAN COUNTY,021000,KY
R,021097,HARRISON COUNTY,021000,KY
R,021099,HART COUNTY,021000,KY
R,021101,HENDERSON COUNTY,021000,KY
R,021103,HENRY COUNTY,021000,KY
R,021105,HICKMAN COUNTY,021000,KY
R,021107,HOPKINS COUNTY,021000,KY
R,021109,JACKSON COUNTY,021000,KY
D,021111,JEFFERSON COUNTY,021000,KY
R,021113,JESSAMINE COUNTY,021000,KY
R,021115,JOHNSON COUNTY,021000,KY
R,021117,KENTON COUNTY,021000,KY
R,021119,KNOTT COUNTY,021000,KY
R,021121,KNOX COUNTY,021000,KY
R,021123,LARUE COUNTY,021000,KY
R,021125,LAUREL COUNTY,021000,KY
R,021127,LAWRENCE COUNTY,021000,KY
R,021129,LEE COUNTY,021000,KY
R,021131,LESLIE COUNTY,021000,KY
R,021133,LETCHER COUNTY,021000,KY
R,021135,LEWIS COUNTY,021000,KY
R,021137,LINCOLN COUNTY,021000,KY
R,021139,LIVINGSTON COUNTY,021000,KY
R,021141,LOGAN COUNTY,021000,KY
R,021143,LYON COUNTY,021000,KY
R,021145,MCCRACKEN COUNTY,021000,KY
R,021147,MCCREARY COUNTY,021000,KY
R,021149,MCLEAN COUNTY,021000,KY
R,021151,MADISON COUNTY,021000,KY
R,021153,MAGOFFIN COUNTY,021000,KY
R,021155,MARION COUNTY,021000,KY
R,021157,MARSHALL COUNTY,021000,KY
R,021159,MARTIN COUNTY,021000,KY
R,021161,MASON COUNTY,021000,KY
R,021163,MEADE COUNTY,021000,KY
R,021165,MENIFEE COUNTY,021000,KY
R,021167,MERCER COUNTY,021000,KY
R,021169,METCALFE COUNTY,021000,KY
R,021171,MONROE COUNTY,021000,KY
R,021173,MONTGOMERY COUNTY,021000,KY
R,021175,MORGAN COUNTY,021000,KY
R,021177,MUHLENBERG COUNTY,021000,KY
R,021179,NELSON COUNTY,021000,KY
R,021181,NICHOLAS COUNTY,021000,KY
R,021183,OHIO COUNTY,021000,KY
R,021185,OLDHAM COUNTY,021000,KY
R,021187,OWEN COUNTY,021000,KY
R,021189,OWSLEY COUNTY,021000,KY
R,021191,PENDLETON COUNTY,021000,KY
R,021193,PERRY COUNTY,021000,KY
R,021195,PIKE COUNTY,021000,KY
R,021197,POWELL COUNTY,021000,KY
R,021199,PULASKI COUNTY,021000,KY
R,021201,ROBERTSON COUNTY,021000,KY
R,021203,ROCKCASTLE COUNTY,021000,KY
R,021205,ROWAN COUNTY,021000,KY
R,021207,RUSSELL COUNTY,021000,KY
R,021209,SCOTT COUNTY,021000,KY
R,021211,SHELBY COUNTY,021000,KY
R,021213,SIMPSON COUNTY,021000,KY
R,021215,SPENCER COUNTY,021000,KY
R,021217,TAYLOR COUNTY,021000,KY
R,021219,TODD COUNTY,021000,KY
R,021221,TRIGG COUNTY,021000,KY
R,021223,TRIMBLE COUNTY,021000,KY
R,021225,UNION COUNTY,021000,KY
R,021227,WARREN COUNTY,021000,KY
R,021229,WASHINGTON COUNTY,021000,KY
R,021231,WAYNE COUNTY,021000,KY
R,021233,WEBSTER COUNTY,021000,KY
R,021235,WHITLEY COUNTY,021000,KY
R,021237,WOLFE COUNTY,021000,KY
R,021239,WOODFORD COUNTY,021000,KY
R,022001,ACADIA PARISH,022000,LA
R,022003,ALLEN PARISH,022000,LA
R,022005,ASCENSION PARISH,022000,LA
R,022007,ASSUMPTION PARISH,022000,LA
R,022009,AVOYELLES PARISH,022000,LA
R,022011,BEAUREGARD PARISH,022000,LA
R,022013,BIENVILLE PARISH,022000,LA
R,022015,BOSSIER PARISH,022000,LA
R,022017,CADDO PARISH,022000,LA
R,022019,CALCASIEU PARISH,022000,LA
R,022021,CALDWELL PARISH,022000,LA
R,022023,CAMERON PARISH,022000,LA
R,022025,CATAHOULA PARISH,022000,LA
R,022027,CLAIBORNE PARISH,022000,LA
R,022029,CONCORDIA PARISH,022000,LA
R,022031,DE SOTO PARISH,022000,LA
D,022033,EAST BATON ROUGE PARISH,022000,LA
D,022035,EAST CARROLL PARISH,022000,LA
R,022037,EAST FELICIANA PARISH,022000,LA
R,022039,EVANGELINE PARISH,022000,LA
R,022041,FRANKLIN PARISH,022000,LA
R,022043,GRANT PARISH,022000,LA
R,022045,IBERIA PARISH,022000,LA
D,022047,IBERVILLE PARISH,022000,LA
R,022049,JACKSON PARISH,022000,LA
R,022051,JEFFERSON PARISH,022000,LA
R,022053,JEFFERSON DAVIS PARISH,022000,LA
R,022055,LAFAYETTE PARISH,022000,LA
R,022057,LAFOURCHE PARISH,022000,LA
R,022059,LA SALLE PARISH,022000,LA
R,022061,LINCOLN PARISH,022000,LA
R,022063,LIVINGSTON PARISH,022000,LA
D,022065,MADISON PARISH,022000,LA
R,022067,MOREHOUSE PARISH,022000,LA
R,022069,NATCHITOCHES PARISH,022000,LA
D,022071,ORLEANS PARISH,022000,LA
R,022073,OUACHITA PARISH,022000,LA
R,022075,PLAQUEMINES PARISH,022000,LA
R,022077,POINTE COUPEE PARISH,022000,LA
R,022079,RAPIDES PARISH,022000,LA
R,022081,RED RIVER PARISH,022000,LA
R,022083,RICHLAND PARISH,022000,LA
R,022085,SABINE PARISH,022000,LA
R,022087,ST. BERNARD PARISH,022000,LA
R,022089,ST. CHARLES PARISH,022000,LA
R,022091,ST. HELENA PARISH,022000,LA
D,022093,ST. JAMES PARISH,022000,LA
D,022095,ST. JOHN THE BAPTIST PARISH,022000,LA
R,022097,ST. LANDRY PARISH,022000,LA
R,022099,ST. MARTIN PARISH,022000,LA
R,022101,ST. MARY PARISH,022000,LA
R,022103,ST. TAMMANY PARISH,022000,LA
R,022105,TANGIPAHOA PARISH,022000,LA
D,022107,TENSAS PARISH,022000,LA
R,022109,TERREBONNE PARISH,022000,LA
R,022111,UNION PARISH,022000,LA
R,022113,VERMILION PARISH,022000,LA
R,022115,VERNON PARISH,022000,LA
R,022117,WASHINGTON PARISH,022000,LA
R,022119,WEBSTER PARISH,022000,LA
R,022121,WEST BATON ROUGE PARISH,022000,LA
R,022123,WEST CARROLL PARISH,022000,LA
R,022125,WEST FELICIANA PARISH,022000,LA
R,022127,WINN PARISH,022000,LA
D,023001,ANDROSCOGGIN COUNTY,023000,ME
D,023003,AROOSTOOK COUNTY,023000,ME
D,023005,CUMBERLAND COUNTY,023000,ME
D,023007,FRANKLIN COUNTY,023000,ME
D,023009,HANCOCK COUNTY,023000,ME
D,023011,KENNEBEC COUNTY,023000,ME
D,023013,KNOX COUNTY,023000,ME
D,023015,LINCOLN COUNTY,023000,ME
D,023017,OXFORD COUNTY,023000,ME
D,023019,PENOBSCOT COUNTY,023000,ME
D,023021,PISCATAQUIS COUNTY,023000,ME
D,023023,SAGADAHOC COUNTY,023000,ME
D,023025,SOMERSET COUNTY,023000,ME
D,023027,WALDO COUNTY,023000,ME
R,023029,WASHINGTON COUNTY,023000,ME
D,023031,YORK COUNTY,023000,ME
R,024001,ALLEGANY COUNTY,024000,MD
R,024003,ANNE ARUNDEL COUNTY,024000,MD
D,024005,BALTIMORE COUNTY,024000,MD
R,024009,CALVERT COUNTY,024000,MD
R,024011,CAROLINE COUNTY,024000,MD
R,024013,CARROLL COUNTY,024000,MD
R,024015,CECIL COUNTY,024000,MD
D,024017,CHARLES COUNTY,024000,MD
R,024019,DORCHESTER COUNTY,024000,MD
R,024021,FREDERICK COUNTY,024000,MD
R,024023,GARRETT COUNTY,024000,MD
R,024025,HARFORD COUNTY,024000,MD
D,024027,HOWARD COUNTY,024000,MD
R,024029,KENT COUNTY,024000,MD
D,024031,MONTGOMERY COUNTY,024000,MD
D,024033,PRINCE GEORGE'S COUNTY,024000,MD
R,024035,QUEEN ANNE'S COUNTY,024000,MD
R,024037,ST. MARY'S COUNTY,024000,MD
D,024039,SOMERSET COUNTY,024000,MD
R,024041,TALBOT COUNTY,024000,MD
R,024043,WASHINGTON COUNTY,024000,MD
R,024045,WICOMICO COUNTY,024000,MD
R,024047,WORCESTER COUNTY,024000,MD
D,024510,BALTIMORE CITY,024000,MD
D,025001,BARNSTABLE COUNTY,025000,MA
D,025003,BERKSHIRE COUNTY,025000,MA
D,025005,BRISTOL COUNTY,025000,MA
D,025007,DUKES COUNTY,025000,MA
D,025009,ESSEX COUNTY,025000,MA
D,025011,FRANKLIN COUNTY,025000,MA
D,025013,HAMPDEN COUNTY,025000,MA
D,025015,HAMPSHIRE COUNTY,025000,MA
D,025017,MIDDLESEX COUNTY,025000,MA
D,025019,NANTUCKET COUNTY,025000,MA
D,025021,NORFOLK COUNTY,025000,MA
D,025023,PLYMOUTH COUNTY,025000,MA
D,025025,SUFFOLK COUNTY,025000,MA
D,025027,WORCESTER COUNTY,025000,MA
R,026001,ALCONA COUNTY,026000,MI
R,026003,ALGER COUNTY,026000,MI
R,026005,ALLEGAN COUNTY,026000,MI
R,026007,ALPENA COUNTY,026000,MI
R,026009,ANTRIM COUNTY,026000,MI
R,026011,ARENAC COUNTY,026000,MI
R,026013,BARAGA COUNTY,026000,MI
R,026015,BARRY COUNTY,026000,MI
R,026017,BAY COUNTY,026000,MI
R,026019,BENZIE COUNTY,026000,MI
R,026021,BERRIEN COUNTY,026000,MI
R,026023,BRANCH COUNTY,026000,MI
R,026025,CALHOUN COUNTY,026000,MI
R,026027,CASS COUNTY,026000,MI
R,026029,CHARLEVOIX COUNTY,026000,MI
R,026031,CHEBOYGAN COUNTY,026000,MI
R,026033,CHIPPEWA COUNTY,026000,MI
R,026035,CLARE COUNTY,026000,MI
R,026037,CLINTON COUNTY,026000,MI
R,026039,CRAWFORD COUNTY,026000,MI
R,026041,DELTA COUNTY,026000,MI
R,026043,DICKINSON COUNTY,026000,MI
D,026045,EATON COUNTY,026000,MI
R,026047,EMMET COUNTY,026000,MI
D,026049,GENESEE COUNTY,026000,MI
R,026051,GLADWIN COUNTY,026000,MI
R,026053,GOGEBIC COUNTY,026000,MI
R,026055,GRAND TRAVERSE COUNTY,026000,MI
R,026057,GRATIOT COUNTY,026000,MI
R,026059,HILLSDALE COUNTY,026000,MI
R,026061,HOUGHTON COUNTY,026000,MI
R,026063,HURON COUNTY,026000,MI
